,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
59,0.968,0.437,0.066,0.566,-0.708,0.171,0.470,1.984,0.567,1.961,0.194,-0.893,-1.566,-2.360,0.332,-2.114,0.188,-0.455,-0.134,1.109,1.268,-0.001,0.042,0.286,-0.085,-1.260,-0.488,0.000,-0.977,-1.162,-0.571,-0.836,0.588,-0.802,-0.063,0.357,0.801,-0.144,1.057,0.338,0.671,-0.128,0.124,0.032,0.600,-0.843,0.160,0.364,-0.335,-0.730,0.676
60,0.173,0.036,0.061,-1.378,0.450,1.524,0.205,0.852,2.282,-0.235,-0.337,-0.281,0.775,0.641,0.241,0.904,0.269,-0.093,-0.379,0.472,-0.125,-0.212,-0.374,-0.237,0.207,-0.166,1.719,-1.091,0.147,-0.897,0.527,1.666,0.784,0.454,0.872,0.257,1.401,0.642,-0.426,0.224,-0.448,-0.853,-0.214,0.228,-0.140,0.534,0.273,0.245,0.072,-0.433,0.143
61,1.503,1.494,0.395,-0.247,-0.424,-0.716,-0.397,-1.030,0.758,0.249,1.542,-0.260,-0.623,-0.285,1.372,-1.252,0.212,-0.027,1.233,1.188,-0.020,0.672,-0.959,0.788,0.892,-1.561,1.161,1.696,0.406,-0.366,0.542,-0.245,0.026,-0.146,0.441,0.309,-1.316,-0.438,0.148,0.601,2.145,1.962,-0.134,1.656,-0.011,0.534,-0.402,0.364,0.178,0.232,0.901
62,0.707,0.496,0.914,-0.795,0.077,-0.688,0.005,0.539,0.713,-0.354,-0.031,-0.466,1.105,0.958,0.973,0.065,0.734,-0.646,-0.405,0.035,-0.529,-0.301,1.729,1.943,-1.152,-0.427,-0.820,-0.901,0.992,0.430,0.591,0.331,-0.092,-1.226,-0.063,-0.197,1.001,0.919,0.677,0.488,-0.440,-1.060,0.306,0.576,0.248,0.534,0.273,-0.349,0.729,-1.001,0.603
63,0.494,0.273,-0.060,-1.076,0.265,-0.010,0.206,-1.300,-0.290,0.038,0.185,-1.230,0.860,0.778,0.178,0.904,1.224,-2.261,0.326,1.093,1.965,-0.018,1.133,-0.307,1.485,-1.963,2.099,-0.008,0.427,-0.543,0.177,1.604,-0.184,-0.070,1.068,0.696,0.761,-0.128,-0.893,0.268,-0.457,-0.240,-0.262,0.551,0.136,0.075,-0.065,0.839,0.860,-0.237,0.261
64,0.593,0.453,0.976,0.017,0.460,0.941,-0.706,-0.628,-0.308,-1.379,0.227,-1.667,-0.368,-0.452,0.526,-1.252,-0.509,-2.183,0.371,1.012,0.639,-1.070,-1.934,1.801,-0.490,0.187,-0.939,-0.326,0.057,0.430,-0.497,0.121,-0.135,-0.813,0.396,-0.882,1.400,-0.101,-0.925,0.297,0.502,-0.177,0.623,0.405,-0.542,-0.374,-0.852,-0.943,-0.472,-1.292,0.393
65,0.406,0.099,0.789,0.249,0.324,1.967,-1.000,-0.057,0.681,0.410,-0.103,-1.082,0.634,0.619,0.100,0.042,0.281,-2.071,0.349,1.767,-1.121,-0.365,-1.133,2.018,-0.100,1.927,0.956,0.934,0.445,0.696,0.080,0.015,0.185,-2.166,1.068,0.327,0.256,-0.650,0.271,0.009,-0.453,0.293,0.331,0.031,1.369,0.342,0.530,0.364,0.007,-2.363,0.426
66,-1.307,-3.182,-1.285,-1.922,-0.141,0.921,-0.838,-0.080,0.290,-0.243,-1.567,-1.712,-4.576,-4.653,-2.083,-5.347,-2.554,-2.593,-1.817,-0.140,0.937,-0.627,-1.994,-0.726,-0.228,-0.554,-0.527,1.126,-5.514,-1.958,-0.856,2.855,-0.776,-0.215,-1.375,-0.210,0.802,-1.402,-5.131,-0.145,-2.434,1.713,0.880,-3.312,0.413,-1.015,-0.102,0.008,-2.547,0.033,-2.532
67,1.098,0.852,2.131,0.021,1.475,0.026,0.308,-0.443,1.075,-1.630,0.700,-1.816,1.075,0.693,1.156,0.042,0.133,-2.052,1.210,0.148,-0.580,1.721,0.681,-1.031,-1.938,0.586,-0.053,0.818,1.158,-0.366,0.071,-0.190,-0.122,0.260,-0.259,0.356,-1.314,-0.108,0.102,0.511,-0.458,0.786,-0.048,1.013,-0.811,-0.040,0.273,0.364,0.433,-1.756,1.337
68,-1.374,0.309,-0.453,-0.842,0.919,1.323,-1.111,0.161,-0.093,-1.907,-1.416,-0.185,-0.327,-0.511,-0.250,0.257,-0.526,0.438,-1.782,-0.103,0.842,1.118,-0.466,-0.676,0.242,0.356,1.392,-1.131,-0.608,-0.366,-0.296,-0.686,0.394,-0.701,1.068,0.348,1.388,-0.006,-0.243,0.095,-0.447,-1.389,0.513,0.144,0.988,-0.499,0.385,0.364,-0.271,0.803,-1.067
69,-0.234,-0.248,-0.271,0.940,-0.783,-0.111,1.271,-0.023,-0.743,-0.272,0.174,-0.610,-1.102,-1.463,-0.987,-2.114,-1.004,0.419,0.340,0.436,-0.498,1.539,-0.922,-0.473,-1.293,-2.070,-0.339,2.064,-1.075,-0.897,-1.304,0.396,-0.519,1.773,-0.259,-1.534,-1.315,-0.274,-0.176,-0.083,-0.457,2.002,-0.132,-0.897,-0.170,-0.862,-1.063,-1.388,-1.230,0.940,-0.615
70,0.335,0.206,0.386,-1.189,0.336,-0.526,-0.836,0.445,-0.670,0.498,-0.509,-0.059,0.432,0.294,0.492,0.042,-0.608,0.071,-0.420,-0.064,1.483,-0.209,0.285,-0.004,0.702,0.068,0.400,-0.708,0.401,0.165,-0.112,0.064,0.010,0.041,0.133,0.347,0.255,0.315,0.941,0.317,-0.450,-0.297,0.923,0.427,0.916,-0.269,-0.290,0.364,-0.483,-0.583,-0.057
71,-0.092,-0.394,0.309,1.032,-0.236,0.260,-0.652,0.425,1.543,-1.143,0.475,-0.433,0.215,-0.364,-0.376,-0.821,0.982,0.022,0.280,0.587,-0.378,-0.171,0.463,-0.376,0.114,-0.624,-0.744,0.223,0.208,-1.162,0.529,-0.950,-0.527,-0.018,-0.817,-0.638,-0.613,-0.104,-0.059,0.043,0.503,0.217,-0.112,0.042,0.928,-0.040,-0.290,-2.250,1.170,0.719,-0.120
72,-0.118,-0.381,-0.856,1.128,1.269,1.440,0.974,-0.483,-0.194,1.370,0.857,0.167,-0.488,-0.868,-0.303,0.042,1.084,0.315,0.421,-0.941,0.176,1.279,0.548,0.597,0.132,1.358,-0.935,0.779,-0.636,0.696,0.433,0.544,-1.243,1.241,0.209,0.334,0.394,-0.881,0.184,-0.036,-0.449,0.938,0.737,-0.197,1.193,0.419,0.160,0.364,0.874,1.096,-0.507
73,0.293,-0.051,2.550,-0.222,-0.562,-0.153,-0.757,-0.163,-1.424,0.033,-0.884,0.114,1.080,0.949,0.617,0.042,-0.195,0.611,-1.047,0.686,0.675,0.349,-0.669,1.938,-0.648,0.881,-0.423,-1.321,1.291,0.696,-0.880,0.384,-0.002,0.080,0.133,-0.259,1.226,0.992,0.235,0.292,2.097,-1.116,-0.187,0.030,-0.770,-0.441,-0.402,-0.349,-0.190,-2.437,0.275
74,-0.392,-0.295,-0.852,-0.209,-0.366,-0.477,0.906,0.849,-1.149,-0.837,-0.838,-0.392,0.906,1.230,-0.235,0.042,-1.099,-0.470,-0.547,1.665,0.268,0.522,0.223,0.419,0.455,-0.150,1.410,-0.930,-0.021,0.165,0.074,0.969,-0.343,-1.637,0.872,0.625,1.685,-0.886,-0.495,0.203,-0.456,-0.970,0.296,-0.237,1.403,-0.040,0.048,0.720,-0.446,-0.846,-0.647
75,0.354,0.389,0.527,1.220,0.228,-0.924,0.475,-0.200,-0.168,1.667,-0.092,-0.768,0.286,-0.418,0.229,0.042,0.816,0.095,0.282,0.289,-0.759,0.010,-0.645,0.466,-0.275,2.252,0.073,0.338,0.166,-0.720,0.076,-0.017,-0.175,0.385,-0.259,0.717,-0.048,-0.082,0.079,0.199,-0.453,-0.367,-0.420,0.492,-0.446,0.247,0.554,0.839,0.359,0.364,0.616
76,0.440,0.375,0.758,-0.795,0.782,-2.018,1.043,-0.670,-0.152,-0.073,-0.266,-0.124,1.186,0.948,0.761,0.042,0.822,0.163,-0.544,-0.468,1.908,0.746,-3.541,-0.629,0.318,0.274,-0.857,-0.881,1.046,0.342,0.528,0.513,-0.227,-0.570,-0.063,-0.203,1.259,1.043,0.490,0.424,-0.448,-1.060,0.656,0.394,-0.321,0.266,0.273,-0.349,0.925,-0.550,0.162
77,1.075,1.298,-0.227,-0.321,0.704,0.600,0.734,-0.540,-0.283,-0.903,1.131,-0.426,-0.977,-1.142,0.809,0.042,0.640,0.496,1.373,0.088,0.254,-1.280,-2.057,-0.618,-1.214,1.342,-0.860,1.440,-0.411,0.187,0.069,-0.939,-0.273,0.157,0.314,0.335,-1.322,-0.958,-1.010,0.435,-0.458,1.535,-0.465,0.861,-0.493,-2.334,-0.402,-0.289,0.127,0.569,0.837
78,-0.925,-0.785,-0.840,0.741,-0.264,-0.083,1.645,0.824,0.865,0.185,0.939,-0.263,-0.372,0.168,-0.653,0.042,-0.224,0.922,0.816,-2.500,-1.141,-1.048,-0.544,-1.705,-1.645,0.379,0.152,-0.103,-0.778,-0.897,-3.574,-2.307,-1.654,1.652,-0.226,0.350,0.352,-1.180,0.394,-0.137,2.154,1.131,-0.359,-0.102,-0.474,-4.627,-4.789,0.364,-1.112,2.175,-1.303
79,0.713,0.676,0.278,0.585,-2.312,0.157,1.906,1.324,1.593,-1.199,0.241,0.020,0.577,0.443,0.609,0.042,1.248,0.163,0.371,-1.258,-0.446,0.037,1.469,0.671,0.012,1.790,-1.525,-0.118,0.228,-0.897,0.336,0.671,0.783,0.352,-0.817,0.341,-0.483,-0.049,0.463,0.401,-0.447,0.065,-0.011,0.486,0.218,0.304,0.273,0.364,0.885,0.009,0.670
80,-1.721,-2.438,-0.695,-0.432,-1.089,-0.867,0.253,-0.294,-0.468,1.173,-0.575,0.049,0.308,0.527,-2.557,0.042,-1.052,0.294,-1.273,-0.461,-1.140,0.578,-2.537,-0.445,-0.382,-0.617,-2.026,-0.124,-0.956,-0.897,0.261,0.952,1.376,-0.325,-0.621,0.335,-1.191,-0.355,-0.101,-0.303,-0.449,-0.034,-0.337,-1.926,0.119,0.190,0.273,0.364,-0.671,0.988,-1.549
81,0.243,-0.031,0.422,1.338,-0.943,-0.215,0.595,1.230,-1.124,-0.157,0.452,-1.055,0.198,-0.348,-0.091,0.042,-0.676,-0.293,0.923,-0.428,2.722,-0.981,0.931,-0.602,-0.744,-2.548,-0.159,1.037,-0.240,-0.897,0.526,0.457,0.146,0.765,-0.259,0.708,-1.315,-0.207,-0.864,0.248,-0.458,0.875,0.009,0.082,0.205,0.534,0.835,0.839,-0.470,0.475,0.160
82,0.266,0.228,0.662,-0.376,0.839,-2.060,0.649,-0.424,-0.067,-0.816,-0.019,-0.068,0.401,0.461,0.385,-0.390,0.275,0.289,-0.065,0.728,-0.086,-0.067,-0.762,0.516,-1.272,1.039,-0.263,-0.867,0.720,0.165,0.523,-1.113,-0.702,-1.438,0.314,1.322,0.512,-0.091,0.463,0.446,0.813,-0.687,0.068,0.491,0.275,0.534,-0.290,1.671,0.056,-0.272,0.555
83,-1.198,-1.469,-0.731,-0.725,-0.667,0.126,-0.913,0.095,1.410,0.635,-0.437,0.039,0.073,0.046,-0.704,0.042,2.301,0.492,-0.670,1.024,0.721,1.084,0.640,-1.121,-0.241,1.799,1.198,-0.039,-0.512,1.138,-0.558,-0.376,-1.659,0.848,1.445,0.355,-0.483,-0.442,2.036,-0.341,-0.446,0.020,-0.918,-0.461,-1.099,-0.843,0.160,0.364,1.232,1.712,-1.326
84,0.256,0.346,0.068,0.540,0.697,1.923,-0.683,-0.915,0.715,0.121,0.232,-0.141,0.773,0.744,0.118,0.904,1.044,-0.013,0.047,-1.448,-0.266,-0.903,-1.647,-1.734,0.379,0.239,-0.610,-0.292,0.718,0.430,0.077,0.672,-0.227,-0.136,-0.817,-0.199,0.541,0.272,0.307,0.318,-2.081,-0.393,1.444,0.546,-0.030,-0.040,-0.177,-0.349,1.359,0.286,0.383
85,0.808,0.585,0.556,1.231,1.932,-0.200,-2.964,0.740,-0.885,-0.050,1.156,-0.576,0.148,0.421,1.200,-1.252,0.898,-0.862,0.971,1.307,0.009,-0.481,-1.044,0.249,-1.000,-1.348,0.497,2.326,1.056,0.430,1.406,-0.343,-0.460,-0.221,0.510,0.301,-1.317,-0.584,0.006,0.461,1.282,2.667,-0.120,1.654,-0.403,-1.593,-2.141,-0.507,0.767,0.648,0.740
86,0.313,0.557,0.658,-1.509,-0.058,-0.039,-0.007,0.206,-0.154,0.753,-0.534,-0.248,0.829,0.524,0.771,0.904,0.200,-0.173,-0.533,-0.836,-1.912,1.158,1.363,-1.170,-0.163,0.364,-0.137,-0.955,0.659,0.430,-0.793,1.659,0.915,0.648,1.068,0.340,1.688,1.330,-0.768,0.403,0.395,-1.035,-0.239,0.484,0.111,-1.091,-0.196,0.364,0.002,-0.195,0.431
87,-1.489,-1.386,-0.634,-0.604,-1.398,-1.292,1.038,-0.021,1.455,0.020,-0.995,-0.317,-1.073,-0.278,-0.145,-0.390,-2.241,0.762,-0.257,-1.972,0.344,-0.366,0.216,-0.410,0.905,2.955,-0.078,0.421,-1.461,-0.897,1.441,-2.603,0.328,1.125,-0.259,0.350,0.799,0.935,0.848,-0.291,2.493,0.247,0.788,-0.690,-0.135,1.680,0.160,0.364,-2.427,1.573,-2.843
88,1.069,1.131,1.010,1.123,0.159,-0.720,0.166,0.339,0.290,-1.504,1.390,-0.728,0.551,0.602,1.448,-0.390,1.381,-0.159,1.381,-0.005,1.308,-0.311,-0.503,-0.774,-0.614,-1.397,-0.276,1.755,1.043,0.430,0.149,-1.060,0.941,0.330,0.133,0.717,-1.322,-0.130,-0.055,0.532,-0.458,1.711,0.010,1.955,0.653,0.075,0.048,0.839,1.095,0.393,1.345
89,-1.194,-1.586,-0.854,-0.464,-1.735,0.365,0.822,-0.262,0.179,-1.516,0.032,0.003,0.227,0.527,-1.684,0.042,-0.134,0.187,-0.366,-1.098,0.835,-1.048,2.000,0.979,1.192,-0.052,-2.183,0.307,-0.982,-0.897,-0.748,0.970,1.337,0.091,-0.621,0.358,-1.191,-0.426,-0.322,-0.280,-0.449,0.083,-0.412,-1.414,0.528,-0.852,-0.402,0.364,-0.410,1.290,-1.525
90,0.018,0.053,-0.187,-0.325,-0.260,1.868,-1.034,-0.004,-0.579,-0.902,-0.075,-0.306,0.575,0.684,0.033,0.904,-0.195,-0.513,-0.081,-0.047,-0.127,-0.130,0.778,1.495,-0.616,0.676,-0.512,-0.558,-0.058,0.430,0.516,1.240,-0.919,-1.180,-0.621,0.341,-1.190,0.077,0.155,0.248,-0.441,-0.461,0.111,0.016,0.597,0.534,0.273,0.364,-0.154,0.217,0.091
91,0.880,0.663,0.929,-0.060,1.774,-1.039,-0.050,-0.131,-0.450,-0.352,0.350,-1.209,0.727,0.555,0.945,-0.390,0.763,-1.796,0.478,0.695,1.102,-0.355,0.463,-0.288,-0.043,0.082,-0.076,-0.032,0.571,0.696,-0.379,1.278,0.972,-0.332,0.510,0.344,0.682,0.416,0.050,0.458,0.706,0.130,-0.212,0.778,0.710,-0.613,0.273,0.364,0.722,-1.137,0.549
92,-0.895,-1.415,-0.040,0.713,-0.094,-1.535,-0.137,1.319,0.593,0.820,-0.161,-0.819,0.453,-0.175,-1.453,0.042,0.947,-0.204,-0.530,0.769,-1.497,0.533,-1.189,0.912,1.201,-0.318,0.332,0.301,0.374,0.165,0.336,-0.274,-0.019,0.037,0.133,-0.646,-1.318,0.211,0.580,-0.242,2.996,0.532,-0.474,-0.936,0.050,0.304,0.273,-0.943,1.761,1.455,-0.881
93,-2.780,-1.412,0.461,-0.766,-0.748,-1.966,0.524,-2.262,-0.361,1.336,-3.202,-0.371,0.188,0.106,0.604,-2.976,0.643,1.115,-2.828,-0.513,-0.880,-0.013,-0.234,0.490,0.395,1.709,-0.674,-2.191,1.282,0.430,-3.573,-2.520,-0.547,0.501,0.314,-5.534,1.516,1.606,1.993,0.449,-0.460,-2.546,-4.496,0.357,-4.049,0.419,0.835,1.433,0.031,1.447,-1.785
94,0.880,0.379,0.828,-0.313,-0.028,1.212,-0.257,1.385,-0.646,0.370,-0.199,-0.245,0.325,0.421,0.833,-0.390,-0.601,0.016,-0.047,0.306,0.099,0.395,-0.460,-0.495,-0.657,0.622,0.603,-0.559,0.771,-0.366,0.985,-0.825,0.390,-0.994,0.872,0.334,-0.049,0.243,0.187,0.597,0.657,-0.408,-0.113,0.693,0.596,1.107,0.273,0.364,-0.576,-0.243,1.021
95,0.222,0.281,0.491,1.253,-1.650,0.244,0.444,0.236,-0.044,-0.724,-0.251,-0.110,0.889,0.855,0.517,0.904,0.755,-0.196,-0.412,-0.039,0.330,-1.011,-0.049,-0.267,-0.860,1.002,-0.514,-0.976,0.637,0.430,0.056,0.880,-0.542,-1.284,-0.817,-0.118,0.398,0.553,0.196,0.394,-0.441,-0.989,-0.012,0.382,-0.817,-0.040,-0.290,-0.230,0.760,-0.368,0.238
96,-0.409,0.421,0.584,-0.913,0.649,-0.419,0.973,-1.468,-1.614,0.902,-1.496,-0.002,1.283,1.013,1.005,0.904,0.139,0.235,-1.470,-0.965,1.535,-0.723,-0.537,0.818,-0.469,-0.578,-0.888,-1.331,1.178,0.430,0.249,0.693,-0.970,-0.315,-0.063,0.227,0.259,1.365,0.695,0.523,-0.460,-1.416,0.675,0.455,0.910,0.190,-0.065,0.252,-0.053,0.042,0.068
97,-1.911,-1.805,-0.864,1.180,0.365,-0.468,0.540,-0.395,0.108,2.926,-0.850,-0.456,-1.208,-0.879,-1.219,-0.390,1.163,0.809,-0.962,1.415,0.178,2.970,-1.168,0.473,-1.070,0.459,1.219,-0.398,-0.640,0.165,2.586,-2.188,-0.294,-0.359,0.872,1.347,0.793,-0.085,1.514,-0.465,-0.452,0.089,-0.696,-0.876,-0.763,2.311,2.016,1.671,0.457,1.819,-0.879
98,-2.014,-2.048,-1.468,-2.055,-0.092,1.341,0.951,0.941,0.822,-0.812,-2.140,-1.465,-1.562,-2.272,-2.030,-1.485,-2.191,-1.914,-1.912,1.675,0.379,0.086,-1.084,0.427,-1.294,0.116,0.828,-1.294,-2.092,-0.897,0.137,-0.112,-2.103,-2.386,1.068,0.647,1.688,0.978,0.798,-0.546,0.746,-1.015,-0.895,-2.569,-1.021,1.107,1.397,1.671,-2.517,-2.408,-2.133
99,0.748,0.433,1.107,0.142,-1.228,0.188,0.006,0.322,-0.003,0.140,0.063,-0.343,0.457,0.474,0.928,-0.390,-0.137,0.064,-0.079,0.644,-0.622,-1.220,-0.275,-0.616,-0.036,1.300,0.733,-0.563,0.829,0.165,0.534,-0.688,0.137,-1.388,1.445,1.326,0.513,0.183,-0.239,0.461,-0.450,-0.373,0.744,0.780,0.983,0.534,-0.290,1.671,0.140,-1.198,0.582
100,-0.411,0.225,0.214,-0.142,0.513,-1.002,0.960,-1.176,0.407,-0.381,-0.923,-0.187,-0.121,-0.370,0.027,0.042,0.288,-0.071,-0.719,1.064,0.014,1.007,-0.760,-1.075,-0.540,0.111,0.903,-0.926,-0.374,0.961,-0.575,0.029,0.699,0.661,1.445,0.333,1.397,-0.472,1.277,0.252,-0.463,-1.062,-0.552,0.357,0.252,-0.843,0.160,0.364,0.472,-1.082,-0.096
101,0.578,0.174,1.441,-0.093,1.939,0.675,-1.237,0.581,-3.329,0.056,-0.250,-0.201,1.016,0.977,0.553,0.904,0.698,0.132,-0.326,-1.504,-0.880,0.490,0.352,0.469,-1.510,-0.249,-1.443,-0.664,0.732,-1.162,0.070,0.664,-0.143,-0.165,-0.621,-0.192,-0.035,0.469,0.551,0.301,-0.440,-0.670,0.905,0.527,0.462,-0.059,-0.304,-0.349,0.774,-1.108,0.609
102,1.629,1.520,2.104,0.695,1.474,0.154,-0.745,-0.954,-0.171,0.988,1.539,-1.481,0.429,0.617,1.670,-0.821,0.499,-2.166,1.084,0.714,0.088,0.024,1.618,0.303,0.761,-0.031,-0.210,1.302,1.118,-0.366,0.894,-0.868,-0.596,-0.134,-0.621,0.292,-1.320,-0.224,0.098,0.697,2.142,1.539,0.333,1.721,0.463,0.868,0.273,0.364,0.388,-1.493,1.591
103,0.234,-0.059,-1.234,-0.357,0.104,-0.821,0.024,-0.731,-2.604,-0.143,0.643,-0.085,-0.393,-0.083,-0.148,0.042,-1.133,0.416,1.254,0.214,0.749,-1.298,-0.631,0.057,0.661,0.393,0.764,1.766,-0.917,0.430,0.067,1.004,-0.830,-0.738,0.640,0.349,0.396,-1.400,-0.987,0.031,-0.457,1.388,-0.374,-0.894,-0.480,-0.040,0.273,0.364,-1.604,0.181,0.098
104,0.808,0.720,0.908,0.158,0.134,0.627,0.067,-0.381,0.792,-0.054,0.566,-0.951,1.173,1.219,0.741,1.335,0.039,-1.475,0.728,2.122,-0.773,-1.849,0.899,1.290,-0.687,-0.355,2.339,0.704,0.701,0.430,0.255,1.038,0.050,0.422,1.068,0.244,-1.191,-0.537,0.160,0.416,-0.452,0.650,-0.293,0.683,-0.375,0.190,0.160,0.245,0.107,-0.983,1.054
105,0.299,0.380,0.147,0.281,0.036,-0.368,1.185,0.050,2.131,1.144,0.191,-1.039,0.212,-0.201,-0.179,0.042,-0.250,-0.790,0.660,0.901,-0.354,-1.080,0.046,0.643,-0.810,0.949,0.126,0.233,-0.031,-0.897,0.064,0.122,-0.730,-0.117,-0.259,-0.172,-1.317,-0.129,-0.155,0.270,0.584,0.164,0.253,0.191,0.349,-0.040,0.273,-0.349,0.266,0.516,0.051
106,0.234,0.651,0.410,0.326,-0.097,-0.458,0.378,-0.974,1.053,-0.639,0.087,-0.527,-0.548,-0.315,-0.027,-0.390,-0.308,0.317,-0.029,1.336,-0.759,-1.082,-0.369,1.025,-0.052,2.087,-0.421,-0.782,-0.112,0.165,0.627,-1.604,-0.835,-0.727,0.510,0.870,1.079,-0.380,0.624,0.463,1.292,-0.918,-0.270,0.219,-0.006,0.648,1.060,1.077,-0.171,-0.778,0.710
107,1.682,1.442,0.724,0.608,-1.239,-1.263,-0.439,-1.989,-0.170,-0.141,1.239,0.020,0.626,0.592,2.071,0.042,1.645,0.773,0.334,-2.020,-1.549,0.684,-0.624,0.895,0.163,-1.394,-0.379,0.959,1.331,0.740,-0.304,0.721,1.368,1.147,0.429,-0.193,-0.185,0.637,0.093,0.774,-0.462,0.927,0.846,1.186,1.148,0.534,0.273,-0.349,1.430,0.284,1.746
108,-2.008,-2.383,-1.222,-0.023,1.955,-0.048,-0.080,-2.325,-0.849,-0.194,-0.829,-0.015,0.882,1.234,-1.708,0.042,-0.826,0.291,-1.319,0.917,-0.580,-1.605,-0.366,1.308,0.342,-0.795,1.006,-1.007,0.194,0.696,0.075,0.943,-1.763,-1.003,0.721,0.360,0.968,-0.431,0.185,-0.279,0.992,-1.106,-0.413,-0.483,0.206,-0.040,0.273,0.364,-0.334,1.428,-1.943
109,-0.362,-0.494,-0.651,-0.199,1.273,-0.166,0.835,0.239,0.370,-0.909,-0.337,0.048,0.096,0.272,-0.588,0.042,0.793,0.181,0.008,0.657,0.511,-1.043,-1.104,-1.078,0.600,-0.884,0.665,0.730,-0.003,0.961,0.513,1.326,-0.816,-0.518,0.133,-0.194,0.237,-0.036,-0.658,-0.032,-0.459,0.539,-0.269,0.141,-0.672,1.680,-1.696,-0.473,0.984,1.319,-0.518
110,0.618,0.607,0.642,-0.494,-1.043,-0.756,1.007,0.654,0.660,-1.114,0.197,-0.164,1.101,1.077,0.667,0.904,0.913,-0.104,-0.031,-0.192,-0.289,-0.325,-0.185,1.303,1.155,-0.173,-0.471,-0.367,0.867,0.430,0.346,0.883,0.044,-0.990,0.133,0.244,-0.886,0.635,0.518,0.462,-0.430,-0.371,0.189,0.669,0.468,0.247,-0.065,0.245,1.088,-0.589,0.452
111,0.367,0.250,0.858,0.100,0.391,0.978,-0.879,0.150,-0.370,-1.624,-0.618,-0.644,1.112,0.825,0.634,0.042,1.028,-0.638,-0.250,0.082,1.637,-0.071,-0.552,-0.460,-0.015,0.603,-0.535,-0.356,0.648,-0.012,0.430,0.671,0.532,-0.794,0.314,-0.652,1.545,0.495,0.331,0.406,-0.449,-0.536,0.080,0.067,0.664,1.050,0.779,-0.646,0.807,-1.126,0.400
112,1.074,1.058,0.491,0.963,0.479,-0.859,-0.037,0.172,-0.716,0.610,0.951,-0.093,0.447,0.408,0.987,0.042,0.217,-0.353,0.417,1.175,1.074,-0.229,-1.092,0.186,-0.661,-1.707,0.805,0.406,0.466,0.961,-0.576,-0.041,0.054,0.404,1.445,0.343,1.689,-0.319,1.249,0.506,-0.459,0.647,-0.022,0.862,-0.070,-0.843,0.160,0.364,0.395,-0.569,0.710
113,-0.721,0.280,-0.406,-0.527,-1.417,-1.067,0.643,-0.386,-1.033,-0.641,-1.253,-0.387,1.681,1.520,0.532,1.119,-0.542,-0.313,-1.241,1.790,0.101,0.009,-0.531,0.405,-0.545,-0.353,1.973,-1.081,0.675,0.165,-0.111,0.665,-0.568,0.828,0.872,0.159,1.402,-0.452,-0.063,0.340,-0.459,-1.310,1.483,0.334,0.926,-0.155,-0.402,0.126,-0.503,-0.869,-0.541
114,1.070,1.066,0.562,0.738,0.550,1.383,-0.325,2.248,-0.376,-0.824,1.121,-0.482,-0.507,-0.039,1.004,-1.252,-0.473,-0.700,1.199,1.698,-0.648,-0.788,-1.129,-0.724,-0.057,-0.849,1.050,2.375,0.176,-0.366,0.527,0.215,-0.308,-0.565,0.510,-0.261,-1.319,-0.861,-1.080,0.595,-0.239,2.446,0.300,0.706,-0.323,-0.785,-1.021,-0.349,-0.588,-0.182,0.971
115,1.274,1.194,1.425,1.474,1.048,-1.176,1.270,-2.021,-1.475,-1.949,1.369,-1.399,1.001,0.998,1.250,-0.390,0.130,-1.532,1.344,-0.302,1.123,-0.846,0.210,0.730,-0.320,-0.457,-1.242,1.522,0.858,0.165,0.074,-1.005,1.013,1.365,0.133,-0.680,-1.315,-0.436,-0.964,0.612,0.421,1.479,-0.361,1.092,-0.912,-0.040,-0.290,-0.943,0.079,-1.196,1.462
116,-2.007,-2.412,-0.806,-1.101,0.651,0.338,-0.905,-0.951,-2.118,1.039,-1.431,-0.485,-0.044,0.454,-1.902,0.042,-0.809,-1.087,-1.013,-0.854,0.395,-0.221,0.748,0.494,0.352,0.160,-1.399,-1.343,-0.590,0.054,-0.966,-0.079,-1.452,-0.141,-0.259,0.341,0.683,0.501,1.087,-0.001,0.744,-0.707,0.263,-0.774,-0.298,-0.183,1.510,0.364,0.357,0.044,-1.255
117,0.559,0.237,0.241,0.381,-0.983,-0.515,1.084,-0.131,-1.097,-0.020,0.540,-0.507,0.302,0.671,-0.011,0.904,0.324,-0.574,0.864,-0.651,0.802,0.133,1.242,-0.107,0.440,0.595,-1.529,0.839,-0.183,0.652,0.074,1.277,-1.232,-0.723,-0.621,0.253,-0.603,-0.750,-0.285,0.236,-0.446,0.557,-0.213,0.198,-0.312,-0.155,-0.402,0.126,0.619,-0.811,0.229
